# 字符	拼音	双拼	辅助码	完整编码	权重	来源
𬇵	yan	yj	em	yjem	0	chars
𬇷	zha	va	ea	vaea	0	chars
𬇹	guo	go	ei	goei	0	chars
𬇺	feng	fg	ea	fgea	0	chars
𬇼	jiao	jc	ed	jced	0	chars
𬇽	jian	jm	eb	jmeb	0	chars
𬇾	mai	ml	iu	mliu	0	chars
𬇿	zi	zi	ey	ziey	0	chars
𬈀	ji	ji	eb	jieb	0	chars
𬈁	shan	uj	ej	ujej	0	chars
𬈁	tan	tj	ej	tjej	0	chars
𬈂	meng	mg	et	mget	0	chars
𬈃	ze	ze	ej	zeej	0	chars
𬈄	li	li	ne	line	0	chars
𬈆	bo	bo	es	boes	0	chars
𬈊	he	he	er	heer	0	chars
𬈋	lan	lj	et	ljet	0	chars
𬈏	du	du	em	duem	0	chars
𬈑	ming	my	ec	myec	0	chars
𬈓	chen	if	ep	ifep	0	chars
𬈓	shen	uf	ep	ufep	0	chars
𬈔	tan	tj	ew	tjew	0	chars
𬈕	bi	bi	eo	bieo	0	chars
𬈕	fei	fz	eo	fzeo	0	chars
𬈕	pai	pl	eo	pleo	0	chars
𬈖	lian	lm	el	lmel	0	chars
𬈘	gong	gs	ee	gsee	0	chars
𬈙	zhen	vf	ef	vfef	0	chars
𬈚	lao	lk	en	lken	0	chars
𬈚	liao	lc	en	lcen	0	chars
𬈚	wu	wu	en	wuen	0	chars
𬈛	yuan	yr	ef	yref	0	chars
𬈜	ying	yy	ee	yyee	0	chars
𬈝	yu	yu	el	yuel	0	chars
𬈟	gun	gp	ev	gpev	0	chars
𬈠	chun	ip	ew	ipew	0	chars
𬈠	fu	fu	ew	fuew	0	chars
𬈡	zhai	vl	je	vlje	0	chars
𬈣	jiang	jd	eu	jdeu	0	chars
𬈤	cheng	ig	em	igem	0	chars
𬈤	deng	dg	em	dgem	0	chars
𬈤	ying	yy	em	yyem	0	chars
𬈥	bin	bn	eh	bneh	0	chars
𬈦	ci	ci	en	cien	0	chars
𬈧	se	se	ew	seew	0	chars
𬈨	quan	qr	eu	qreu	0	chars
𬈩	pu	pu	eb	pueb	0	chars
𬈪	tan	tj	ej	tjej	0	chars
𬈬	yin	yn	ep	ynep	0	chars
𬈮	kun	kp	eg	kpeg	0	chars
𬈯	jiao	jc	er	jcer	0	chars
𬈱	po	po	eo	poeo	0	chars
𬈲	qi	qi	ec	qiec	0	chars
𬈳	wen	wf	ek	wfek	0	chars
𬈵	ju	ju	ed	jued	0	chars
𬈶	zi	zi	ef	zief	0	chars
𬈷	tang	th	ed	thed	0	chars
𬈸	pu	pu	er	puer	0	chars
𬈺	bai	bl	ep	blep	0	chars
𬈻	hao	hk	ea	hkea	0	chars
𬈾	hua	hw	eo	hweo	0	chars
𬈿	ning	ny	en	nyen	0	chars
𬈿	zhu	vu	en	vuen	0	chars
𬉀	yi	yi	er	yier	0	chars
𬉂	fen	ff	ec	ffec	0	chars
𬉅	yan	yj	ye	yjye	0	chars
𬉇	sha	ua	et	uaet	0	chars
𬉈	pei	pz	eb	pzeb	0	chars
𬉉	zhan	vj	et	vjet	0	chars
𬉊	sheng	ug	eg	ugeg	0	chars
𬉋	dui	dv	eo	dveo	0	chars
𬉋	wei	wz	eo	wzeo	0	chars
𬉍	ya	ya	eg	yaeg	0	chars
𬉏	dui	dv	eo	dveo	0	chars
𬉑	ying	yy	en	yyen	0	chars
𬉒	huang	hd	eg	hdeg	0	chars
𬉓	lai	ll	ec	llec	0	chars
𬉔	zhen	vf	ed	vfed	0	chars
𬉕	yu	yu	eu	yueu	0	chars
𬉖	yi	yi	ne	yine	0	chars
𬉗	mi	mi	ei	miei	0	chars
𬉚	cheng	ig	em	igem	0	chars
𬉚	deng	dg	em	dgem	0	chars
𬉚	ying	yy	em	yyem	0	chars
𬉛	yin	yn	ei	ynei	0	chars
𬉜	lu	lu	eb	lueb	0	chars
𬉞	man	mj	eb	mjeb	0	chars
𬉟	wang	wh	de	whde	0	chars
𬉠	lan	lj	ew	ljew	0	chars
𬉢	zhan	vj	ei	vjei	0	chars
𬉤	du	du	ef	duef	0	chars
𬉥	han	hj	em	hjem	0	chars
𬉦	han	hj	en	hjen	0	chars
𬉧	han	hj	eq	hjeq	0	chars
𬉩	ying	yy	ek	yyek	0	chars
𬉪	dui	dv	ei	dvei	0	chars
𬉫	ying	yy	ek	yyek	0	chars
𬉬	cuan	cr	ev	crev	0	chars
𬉭	bi	bi	ei	biei	0	chars
𬉮	wu	wu	es	wues	0	chars
𬉯	fan	fj	oe	fjoe	0	chars
𬉯	po	po	oe	pooe	0	chars
𬉲	luan	lr	ec	lrec	0	chars
𬉳	luan	lr	ef	lref	0	chars
𬉴	cun	cp	fi	cpfi	0	chars
𬉶	yin	yn	mf	ynmf	0	chars
𬉸	kou	kb	fr	kbfr	0	chars
𬉹	zhi	vi	nf	vinf	0	chars
𬉻	yan	yj	mf	yjmf	0	chars
𬉼	ou	ou	fk	oufk	0	chars
𬉾	dan	dj	fy	djfy	0	chars
𬉿	huo	ho	bf	hobf	0	chars
𬉿	pao	pk	bf	pkbf	0	chars
𬊀	fang	fh	fs	fhfs	0	chars
𬊂	chao	ik	fm	ikfm	0	chars
𬊄	pei	pz	fb	pzfb	0	chars
𬊇	rong	rs	fk	rsfk	0	chars
𬊈	xun	xp	fi	xpfi	0	chars
𬊉	da	da	fk	dafk	0	chars
𬊋	qiu	qq	fe	qqfe	0	chars
𬊌	zhi	vi	fp	vifp	0	chars
𬊍	chou	ib	fi	ibfi	0	chars
𬊎	gong	gs	fo	gsfo	0	chars
𬊑	chuan	ir	fl	irfl	0	chars
𬊒	cheng	ig	fg	igfg	0	chars
𬊓	wei	wz	bf	wzbf	0	chars
𬊔	xiu	xq	fs	xqfs	0	chars
𬊕	yi	yi	fu	yifu	0	chars
𬊖	mei	mz	fk	mzfk	0	chars
𬊗	jian	jm	fl	jmfl	0	chars
𬊘	xiong	xs	af	xsaf	0	chars
𬊙	yi	yi	af	yiaf	0	chars
𬊚	zhao	vk	af	vkaf	0	chars
𬊛	ti	ti	af	tiaf	0	chars
𬊜	luo	lo	fn	lofn	0	chars
𬊝	jin	jn	fc	jnfc	0	chars
𬊞	xiu	xq	of	xqof	0	chars
𬊟	xiang	xd	nf	xdnf	0	chars
𬊡	hu	hu	fp	hufp	0	chars
𬊣	chun	ip	ff	ipff	0	chars
𬊤	chan	ij	fj	ijfj	0	chars
𬊤	dan	dj	fj	djfj	0	chars
𬊥	lan	lj	fr	ljfr	0	chars
𬊦	shan	uj	fu	ujfu	0	chars
𬊧	peng	pg	yf	pgyf	0	chars
𬊩	jia	jw	fm	jwfm	0	chars
𬊪	fan	fj	mf	fjmf	0	chars
𬊫	xun	xp	rf	xprf	0	chars
𬊭	xian	xm	fc	xmfc	0	chars
𬊭	yu	yu	fc	yufc	0	chars
𬊮	dun	dp	fu	dpfu	0	chars
𬊯	du	du	fm	dufm	0	chars
𬊰	yan	yj	fh	yjfh	0	chars
𬊱	di	di	fb	difb	0	chars
𬊲	zhen	vf	mf	vfmf	0	chars
𬊳	shao	uk	fj	ukfj	0	chars
𬊵	tang	th	fu	thfu	0	chars
𬊶	lan	lj	ft	ljft	0	chars
𬊷	duan	dr	fe	drfe	0	chars
𬊸	yu	yu	ft	yuft	0	chars
𬊹	sha	ua	nf	uanf	0	chars
𬊺	ai	ai	fe	aife	0	chars
𬊺	wei	wz	fe	wzfe	0	chars
𬊼	gun	gp	fv	gpfv	0	chars
𬊾	ran	rj	ef	rjef	0	chars
𬊿	lian	lm	fj	lmfj	0	chars
𬋀	jiong	js	sf	jssf	0	chars
𬋁	can	cj	fd	cjfd	0	chars
𬋃	yan	yj	fk	yjfk	0	chars
𬋅	hui	hv	fp	hvfp	0	chars
𬋇	nie	nx	sf	nxsf	0	chars
𬋈	qiao	qc	df	qcdf	0	chars
𬋊	shun	up	fq	upfq	0	chars
𬋍	lai	ll	fo	llfo	0	chars
𬋎	weng	wg	tf	wgtf	0	chars
𬋏	xie	xx	fo	xxfo	0	chars
𬋑	ying	yy	bf	yybf	0	chars
𬋒	xun	xp	of	xpof	0	chars
𬋓	yan	yj	bf	yjbf	0	chars
𬋔	nong	ns	fv	nsfv	0	chars
𬋕	jiao	jc	mf	jcmf	0	chars
𬋖	ruo	ro	tf	rotf	0	chars
𬋘	liao	lc	nf	lcnf	0	chars
𬋛	heng	hg	fn	hgfn	0	chars
𬋜	guan	gr	fg	grfg	0	chars
𬋝	bin	bn	vf	bnvf	0	chars
𬋞	li	li	fp	lifp	0	chars
𬋡	cuan	cr	hf	crhf	0	chars
𬋣	ling	ly	mf	lymf	0	chars
𬋥	piao	pc	be	pcbe	0	chars
𬋦	zhi	vi	hc	vihc	0	chars
𬋧	ti	ti	bv	tibv	0	chars
𬋧	xi	xi	bv	xibv	0	chars
𬋪	ai	ai	be	aibe	0	chars
𬋭	kan	kj	bu	kjbu	0	chars
𬋲	ru	ru	bo	rubo	0	chars
𬋵	xi	xi	bt	xibt	0	chars
𬋷	jue	jt	bi	jtbi	0	chars
𬋸	qian	qm	bm	qmbm	0	chars
𬋹	ci	ci	br	cibr	0	chars
𬋹	si	si	br	sibr	0	chars
𬋺	shang	uh	bh	uhbh	0	chars
𬋺	tang	th	bh	thbh	0	chars
𬋻	da	da	ck	dack	0	chars
𬋽	xiao	xc	ik	xcik	0	chars
𬋾	fu	fu	te	fute	0	chars
𬋿	zang	zh	vi	zhvi	0	chars
𬌀	fu	fu	vi	fuvi	0	chars
𬌁	zhuang	vd	vt	vdvt	0	chars
𬌂	nie	nx	vg	nxvg	0	chars
𬌃	dong	ds	vw	dsvw	0	chars
𬌅	zhen	vf	vw	vfvw	0	chars
𬌆	zhi	vi	va	viva	0	chars
𬌇	yi	yi	vm	yivm	0	chars
𬌉	jin	jn	ve	jnve	0	chars
𬌊	jiang	jd	vr	jdvr	0	chars
𬌊	zhuang	vd	vr	vdvr	0	chars
𬌋	qi	qi	vc	qivc	0	chars
𬌍	yi	yi	vb	yivb	0	chars
𬌏	du	du	vc	duvc	0	chars
𬌗	he	he	mr	hemr	0	chars
𬌚	tian	tm	hk	tmhk	0	chars
𬌛	qian	qm	lq	qmlq	0	chars
𬌜	sha	ua	hh	uahh	0	chars
𬌝	chu	iu	hm	iuhm	0	chars
𬌞	lv	lv	hr	lvhr	0	chars
𬌟	qian	qm	yq	qmyq	0	chars
𬌠	shi	ui	hi	uihi	0	chars
𬌡	ke	ke	hd	kehd	0	chars
𬌢	ru	ru	bq	rubq	0	chars
𬌤	yang	yh	hh	yhhh	0	chars
𬌦	shi	ui	hi	uihi	0	chars
𬌧	gang	gh	hn	ghhn	0	chars
𬌩	qian	qm	ki	qmki	0	chars
𬌪	ba	ba	it	bait	0	chars
𬌪	xuan	xr	it	xrit	0	chars
𬌫	mo	mo	ki	moki	0	chars
𬌬	cuo	co	km	cokm	0	chars
𬌬	zuo	zo	km	zokm	0	chars
𬌮	nao	nk	ku	nkku	0	chars
𬌮	xiao	xc	ku	xcku	0	chars
𬌮	yao	yk	ku	ykku	0	chars
𬌰	pa	pa	iv	paiv	0	chars
𬌲	you	yb	kw	ybkw	0	chars
𬌳	xing	xy	mk	xymk	0	chars
𬌴	ling	ly	kf	lykf	0	chars
𬌵	lian	lm	kq	lmkq	0	chars
𬌶	huo	ho	km	hokm	0	chars
𬌷	xiao	xc	kh	xckh	0	chars
𬌸	chun	ip	ka	ipka	0	chars
𬌹	nan	nj	kj	njkj	0	chars
𬌺	yang	yh	kh	yhkh	0	chars
𬌻	fu	fu	kc	fukc	0	chars
𬌽	ru	ru	ki	ruki	0	chars
𬌾	chuo	io	nk	ionk	0	chars
𬍀	rang	rh	kb	rhkb	0	chars
𬍁	lian	lm	kj	lmkj	0	chars
𬍂	hao	hk	km	hkkm	0	chars
𬍃	zhuo	vo	ku	voku	0	chars
𬍅	hu	hu	kc	hukc	0	chars
𬍅	nao	nk	kc	nkkc	0	chars
𬍊	hen	hf	hk	hfhk	0	chars
𬍋	ju	ju	hk	juhk	0	chars
𬍐	chu	iu	mn	iumn	0	chars
𬍑	shan	uj	mu	ujmu	0	chars
𬍒	yun	yp	mi	ypmi	0	chars
𬍓	mu	mu	md	mumd	0	chars
𬍕	hua	hw	mp	hwmp	0	chars
𬍖	yin	yn	me	ynme	0	chars
𬍗	zhan	vj	mk	vjmk	0	chars
𬍘	you	yb	mr	ybmr	0	chars
𬍙	zhan	vj	mj	vjmj	0	chars
𬍚	zha	va	ms	vams	0	chars
𬍛	li	li	md	limd	0	chars
𬍜	ning	ny	mn	nymn	0	chars
𬍝	hong	hs	mi	hsmi	0	chars
𬍞	tou	tb	qi	tbqi	0	chars
𬍟	yu	yu	oi	yuoi	0	chars
𬍠	yi	yi	mv	yimv	0	chars
𬍡	dang	dh	ei	dhei	0	chars
𬍣	ru	ru	mr	rumr	0	chars
𬍤	xun	xp	mi	xpmi	0	chars
𬍥	fu	fu	mb	fumb	0	chars
𬍦	ling	ly	mi	lymi	0	chars
𬍧	xin	xn	mj	xnmj	0	chars
𬍨	shao	uk	ml	ukml	0	chars
𬍨	zhao	vk	ml	vkml	0	chars
𬍩	qiong	qs	mo	qsmo	0	chars
𬍪	ji	ji	mm	jimm	0	chars
𬍫	jie	jx	mo	jxmo	0	chars
𬍬	xing	xy	mj	xymj	0	chars
𬍮	ling	ly	mh	lymh	0	chars
𬍯	ke	ke	md	kemd	0	chars
𬍰	yan	yj	mr	yjmr	0	chars
𬍱	ming	my	ml	myml	0	chars
𬍲	yao	yk	mg	ykmg	0	chars
𬍴	zou	zb	mk	zbmk	0	chars
𬍶	yu	yu	mt	yumt	0	chars
𬍷	ping	py	mj	pymj	0	chars
𬍸	dun	dp	mu	dpmu	0	chars
𬍺	yong	ys	ms	ysms	0	chars
𬍻	lian	lm	mj	lmmj	0	chars
𬍼	yao	yk	mi	ykmi	0	chars
𬍽	yuan	yr	mc	yrmc	0	chars
𬍾	po	po	mh	pomh	0	chars
𬍿	yu	yu	mb	yumb	0	chars
𬎀	yin	yn	me	ynme	0	chars
𬎂	cui	cv	mg	cvmg	0	chars
𬎃	yi	yi	mt	yimt	0	chars
𬎄	xun	xp	mf	xpmf	0	chars
𬎅	xue	xt	mm	xtmm	0	chars
𬎆	ying	yy	mi	yymi	0	chars
𬎇	mo	mo	mk	momk	0	chars
𬎉	wei	wz	mq	wzmq	0	chars
𬎊	ai	ai	mv	aimv	0	chars
𬎋	qin	qn	mn	qnmn	0	chars
𬎌	yun	yp	mi	ypmi	0	chars
𬎍	da	da	mj	damj	0	chars
𬎎	liang	ld	mg	ldmg	0	chars
𬎏	zi	zi	mf	zimf	0	chars
𬎐	da	da	mr	damr	0	chars
𬎑	lan	lj	mw	ljmw	0	chars
𬎒	li	li	mb	limb	0	chars
𬎒	yu	yu	mb	yumb	0	chars
𬎓	se	se	mw	semw	0	chars
𬎔	jin	jn	ml	jnml	0	chars
𬎕	li	li	ji	liji	0	chars
𬎕	xi	xi	ji	xiji	0	chars
𬎖	xin	xn	ml	xnml	0	chars
𬎗	zhang	vh	mj	vhmj	0	chars
𬎘	jia	jw	mc	jwmc	0	chars
𬎙	li	li	mp	limp	0	chars
𬎚	qian	qm	mu	qmmu	0	chars
𬎛	jing	jy	md	jymd	0	chars
𬎜	huan	hr	mv	hrmv	0	chars
𬎝	man	mj	me	mjme	0	chars
𬎞	tian	tm	mc	tmmc	0	chars
𬎞	zhen	vf	mc	vfmc	0	chars
𬎟	lan	lj	mw	ljmw	0	chars
𬎠	shu	uu	mi	uumi	0	chars
𬎡	long	ls	mp	lsmp	0	chars
𬎢	zhen	vf	hu	vfhu	0	chars
𬎥	gan	gj	mn	gjmn	0	chars
𬎥	hong	hs	mn	hsmn	0	chars
𬎥	xiang	xd	mn	xdmn	0	chars
𬎧	cong	cs	on	cson	0	chars
𬎨	duo	do	nn	donn	0	chars
𬎨	tuo	to	nn	tonn	0	chars
𬎩	fou	fb	on	fbon	0	chars
𬎪	he	he	on	heon	0	chars
𬎬	tan	tj	an	tjan	0	chars
𬎱	cai	cl	td	cltd	0	chars
𬎺	quan	qr	he	qrhe	0	chars
𬎼	rui	rv	tm	rvtm	0	chars
𬎾	su	su	lb	sulb	0	chars
𬎿	ceng	cg	cw	cgcw	0	chars
𬎿	liu	lq	cw	lqcw	0	chars
𬎿	zeng	zg	cw	zgcw	0	chars
𬏀	zhuo	vo	wi	vowi	0	chars
𬏁	ji	ji	le	jile	0	chars
𬏂	zhen	vf	wf	vfwf	0	chars
𬏃	hu	hu	wd	huwd	0	chars
𬏄	geng	gg	mw	ggmw	0	chars
𬏄	jing	jy	mw	jymw	0	chars
𬏆	feng	fg	qw	fgqw	0	chars
𬏉	wan	wj	wu	wjwu	0	chars
𬏋	yi	yi	wv	yiwv	0	chars
𬏍	shen	uf	ll	ufll	0	chars
𬏏	chong	is	bw	isbw	0	chars
𬏏	zhong	vs	bw	vsbw	0	chars
𬏓	ba	ba	hu	bahu	0	chars
𬏔	fan	fj	hh	fjhh	0	chars
𬏕	chan	ij	lj	ijlj	0	chars
𬏙	lao	lk	fo	lkfo	0	chars
𬏛	cai	cl	kh	clkh	0	chars
𬏜	ma	ma	km	makm	0	chars
𬏞	lu	lu	ks	luks	0	chars
𬏟	ji	ji	kj	jikj	0	chars
𬏢	chai	il	km	ilkm	0	chars
𬏢	cuo	co	km	cokm	0	chars
𬏣	shan	uj	ku	ujku	0	chars
𬏤	liao	lc	kd	lckd	0	chars
𬏦	fei	fz	ke	fzke	0	chars
𬏫	wen	wf	kq	wfkq	0	chars
𬏬	chou	ib	km	ibkm	0	chars
𬏬	yi	yi	km	yikm	0	chars
𬏮	guo	go	kb	gokb	0	chars
𬏰	cha	ia	kk	iakk	0	chars
𬏰	du	du	kk	dukk	0	chars
𬏰	duo	do	kk	dokk	0	chars
𬏱	mie	mx	ke	mxke	0	chars
𬏲	gang	gh	ku	ghku	0	chars
𬏳	zhou	vb	kr	vbkr	0	chars
𬏵	chai	il	km	ilkm	0	chars
𬏵	cuo	co	km	cokm	0	chars
𬏷	fen	ff	ko	ffko	0	chars
𬏺	guan	gr	ko	grko	0	chars
𬏻	mie	mx	kh	mxkh	0	chars
𬏼	mo	mo	kf	mokf	0	chars
𬏿	mi	mi	ky	miky	0	chars
𬐀	bi	bi	kg	bikg	0	chars
𬐃	bo	bo	hm	bohm	0	chars
𬐄	di	di	hm	dihm	0	chars
𬐅	min	mn	hk	mnhk	0	chars
𬐇	du	du	hk	duhk	0	chars
𬐇	yi	yi	hk	yihk	0	chars
𬐊	hao	hk	ha	hkha	0	chars
𬐋	huang	hd	kg	hdkg	0	chars
𬐏	mo	mo	ba	moba	0	chars
𬐑	feng	fg	hf	fghf	0	chars
𬐓	xue	xt	fr	xtfr	0	chars
𬐔	mai	ml	ie	mlie	0	chars
𬐖	pu	pu	dg	pudg	0	chars
𬐗	wang	wh	ot	whot	0	chars
𬐘	ning	ny	pt	nypt	0	chars
𬐘	zhu	vu	pt	vupt	0	chars
𬐚	hai	hl	ot	hlot	0	chars
𬐛	fan	fj	et	fjet	0	chars
𬐜	zhan	vj	it	vjit	0	chars
𬐝	zhan	vj	mt	vjmt	0	chars
𬐞	yu	yu	jt	yujt	0	chars
𬐟	yu	yu	mi	yumi	0	chars
𬐠	yang	yh	dt	yhdt	0	chars
𬐢	ci	ci	jt	cijt	0	chars
𬐢	zi	zi	jt	zijt	0	chars
𬐣	ke	ke	kt	kekt	0	chars
𬐣	xia	xw	kt	xwkt	0	chars
𬐧	yong	ys	bc	ysbc	0	chars
𬐪	an	an	ot	anot	0	chars
𬐫	pan	pj	ht	pjht	0	chars
𬐬	sha	ua	ht	uaht	0	chars
𬐭	e	ee	cq	eecq	0	chars
𬐮	teng	tg	et	tget	0	chars
𬐯	pan	pj	et	pjet	0	chars
𬐰	lu	lu	yt	luyt	0	chars
𬐱	yan	yj	st	yjst	0	chars
𬐲	huan	hr	kt	hrkt	0	chars
𬐳	hu	hu	ot	huot	0	chars
𬐳	ou	ou	ot	ouot	0	chars
𬐳	wu	wu	ot	wuot	0	chars
𬐳	xu	xu	ot	xuot	0	chars
𬐴	jian	jm	et	jmet	0	chars
𬐴	xian	xm	et	xmet	0	chars
𬐵	hai	hl	ft	hlft	0	chars
𬐶	pan	pj	mt	pjmt	0	chars
𬐷	weng	wg	yt	wgyt	0	chars
𬐷	yong	ys	yt	ysyt	0	chars
𬐸	lu	lu	yl	luyl	0	chars
𬐹	fou	fb	ct	fbct	0	chars
𬐹	pi	pi	ct	pict	0	chars
𬐺	hai	hl	ft	hlft	0	chars
𬐻	yan	yj	et	yjet	0	chars
𬐿	mei	mz	at	mzat	0	chars
𬑀	qi	qi	rt	qirt	0	chars
𬑂	shao	uk	nt	uknt	0	chars
𬑂	yu	yu	nt	yunt	0	chars
𬑂	zhou	vb	nt	vbnt	0	chars
𬑃	zhu	vu	ct	vuct	0	chars
𬑄	huan	hr	ct	hrct	0	chars
𬑆	gun	gp	bp	gpbp	0	chars
𬑇	chang	ih	bo	ihbo	0	chars
𬑇	zhang	vh	bo	vhbo	0	chars
𬑉	mie	mx	du	mxdu	0	chars
𬑉	mo	mo	du	modu	0	chars
𬑊	ben	bf	bm	bfbm	0	chars
𬑌	pan	pj	bs	pjbs	0	chars
𬑍	chi	ii	bm	iibm	0	chars
𬑍	chou	ib	bm	ibbm	0	chars
𬑏	keng	kg	bm	kgbm	0	chars
𬑏	ya	ya	bm	yabm	0	chars
𬑏	ying	yy	bm	yybm	0	chars
𬑒	kou	kb	bu	kbbu	0	chars
𬑓	ye	ye	bj	yebj	0	chars
𬑔	meng	mg	wo	mgwo	0	chars
𬑔	zhong	vs	wo	vswo	0	chars
𬑕	gun	gp	bq	gpbq	0	chars
𬑕	hun	hp	bq	hpbq	0	chars
𬑗	jian	jm	ba	jmba	0	chars
𬑗	xian	xm	ba	xmba	0	chars
𬑙	mai	ml	bk	mlbk	0	chars
𬑙	shu	uu	bk	uubk	0	chars
𬑙	ya	ya	bk	yabk	0	chars
𬑞	ao	ao	bk	aobk	0	chars
𬑟	hou	hb	bk	hbbk	0	chars
𬑠	zhi	vi	be	vibe	0	chars
𬑡	chou	ib	bu	ibbu	0	chars
𬑣	gao	gk	bb	gkbb	0	chars
𬑤	mu	mu	tu	mutu	0	chars
𬑧	mian	mm	bb	mmbb	0	chars
𬑩	xi	xi	bj	xibj	0	chars
𬑪	gui	gv	bk	gvbk	0	chars
𬑪	jiong	js	bk	jsbk	0	chars
𬑪	kui	kv	bk	kvbk	0	chars
𬑬	huan	hr	bu	hrbu	0	chars
𬑭	mao	mk	nu	mknu	0	chars
𬑭	wu	wu	nu	wunu	0	chars
𬑮	zu	zu	nj	zunj	0	chars
𬑲	fan	fj	oy	fjoy	0	chars
𬑳	zhi	vi	oh	vioh	0	chars
𬑴	jin	jn	oo	jnoo	0	chars
𬑴	zhi	vi	oo	vioo	0	chars
𬑷	zhao	vk	oq	vkoq	0	chars
𬑹	an	an	mm	anmm	0	chars
𬑹	chang	ih	mm	ihmm	0	chars
𬑹	han	hj	mm	hjmm	0	chars
𬑻	jian	jm	mj	jmmj	0	chars
𬑻	qi	qi	mj	qimj	0	chars
𬑻	qian	qm	mj	qmmj	0	chars
𬑿	pu	pu	mk	pumk	0	chars
𬒀	di	di	mp	dimp	0	chars
𬒄	ya	ya	mu	yamu	0	chars
𬒅	hui	hv	mu	hvmu	0	chars
𬒆	ye	ye	mc	yemc	0	chars
𬒇	lan	lj	mm	ljmm	0	chars
𬒈	hu	hu	fr	hufr	0	chars
𬒈	que	qt	fr	qtfr	0	chars
𬒉	ang	ah	ml	ahml	0	chars
𬒌	yang	yh	mq	yhmq	0	chars
𬒍	yun	yp	mo	ypmo	0	chars
𬒎	keng	kg	mg	kgmg	0	chars
𬒐	mu	mu	my	mumy	0	chars
𬒑	wan	wj	mu	wjmu	0	chars
𬒒	ya	ya	mu	yamu	0	chars
𬒓	ke	ke	mn	kemn	0	chars
𬒓	luo	lo	mn	lomn	0	chars
𬒔	geng	gg	mb	ggmb	0	chars
𬒕	su	su	ml	suml	0	chars
𬒖	pi	pi	mt	pimt	0	chars
𬒗	lan	lj	mu	ljmu	0	chars
𬒘	xin	xn	mr	xnmr	0	chars
𬒙	mei	mz	mk	mzmk	0	chars
𬒚	jun	jp	mj	jpmj	0	chars
𬒛	dai	dl	mb	dlmb	0	chars
𬒟	fan	fj	dr	fjdr	0	chars
𬒠	qin	qn	mn	qnmn	0	chars
𬒢	hua	hw	mj	hwmj	0	chars
𬒣	du	du	mi	dumi	0	chars
𬒣	rong	rs	mi	rsmi	0	chars
𬒥	huan	hr	mv	hrmv	0	chars
𬒦	rong	rs	mr	rsmr	0	chars
𬒪	lai	ll	mb	llmb	0	chars
𬒪	li	li	mb	limb	0	chars
𬒫	qian	qm	mo	qmmo	0	chars
𬒮	mei	mz	ik	mzik	0	chars
𬒱	jia	jw	il	jwil	0	chars
𬒲	fu	fu	ie	fuie	0	chars
𬒳	bei	bz	ie	bzie	0	chars
𬒴	fu	fu	iu	fuiu	0	chars
𬒴	hu	hu	iu	huiu	0	chars
𬒴	tao	tk	iu	tkiu	0	chars
𬒵	xi	xi	yf	xiyf	0	chars
𬒶	chuo	io	il	ioil	0	chars
𬒷	fou	fb	ir	fbir	0	chars
𬒷	pi	pi	ir	piir	0	chars
𬒹	shi	ui	ic	uiic	0	chars
𬒺	shu	uu	io	uuio	0	chars
𬒻	cen	cf	in	cfin	0	chars
𬒽	qun	qp	ir	qpir	0	chars
𬒾	biao	bc	iv	bciv	0	chars
𬒿	dian	dm	ic	dmic	0	chars
𬓀	an	an	ij	anij	0	chars
𬓁	qi	qi	il	qiil	0	chars
𬓂	chang	ih	ff	ihff	0	chars
𬓃	beng	bg	ib	bgib	0	chars
𬓅	wan	wj	iu	wjiu	0	chars
𬓆	zhan	vj	io	vjio	0	chars
𬓈	lu	lu	ie	luie	0	chars
𬓉	chuang	id	ia	idia	0	chars
𬓊	su	su	df	sudf	0	chars
𬓊	suo	so	df	sodf	0	chars
𬓋	huan	hr	ik	hrik	0	chars
𬓌	lang	lh	il	lhil	0	chars
𬓍	yi	yi	ik	yiik	0	chars
𬓎	jian	jm	ia	jmia	0	chars
𬓑	jin	jn	im	jnim	0	chars
𬓒	fu	fu	ij	fuij	0	chars
𬓔	cong	cs	ip	csip	0	chars
𬓕	gun	gp	iv	gpiv	0	chars
𬓖	zhai	vl	il	vlil	0	chars
𬓘	piao	pc	mv	pcmv	0	chars
𬓙	cuo	co	ie	coie	0	chars
𬓚	si	si	ib	siib	0	chars
𬓛	jin	jn	if	jnif	0	chars
𬓜	ta	ta	ma	tama	0	chars
𬓝	yi	yi	ic	yiic	0	chars
𬓠	ji	ji	hn	jihn	0	chars
𬓡	lai	ll	ho	llho	0	chars
𬓢	jin	jn	hn	jnhn	0	chars
𬓣	yi	yi	hq	yihq	0	chars
𬓤	chi	ii	ho	iiho	0	chars
𬓦	rui	rv	hu	rvhu	0	chars
𬓧	ren	rf	od	rfod	0	chars
𬓧	rong	rs	od	rsod	0	chars
𬓩	za	za	hn	zahn	0	chars
𬓪	li	li	hh	lihh	0	chars
𬓫	qiu	qq	hu	qqhu	0	chars
𬓬	e	ee	hi	eehi	0	chars
𬓭	cheng	ig	hb	ighb	0	chars
𬓮	tang	th	hr	thhr	0	chars
𬓯	shi	ui	hs	uihs	0	chars
𬓱	ben	bf	ho	bfho	0	chars
𬓲	zhen	vf	hc	vfhc	0	chars
𬓴	cheng	ig	hq	ighq	0	chars
𬓶	gan	gj	hm	gjhm	0	chars
𬓶	lian	lm	hm	lmhm	0	chars
𬓷	li	li	hw	lihw	0	chars
