#字	拼音	繁頻	簡頻
㞣	fen	0	0
㞤	cen	0	0
㞤	yin	0	0
㞥	cen	0	0
㞦	ji	0	0
㞧	hui	0	0
㞨	zai	0	0
㞨	zi	0	0
㞩	lan	0	0
㞪	nao	0	0
㞫	ju	0	0
㞫	zou	0	0
㞬	qin	0	0
㞭	dai	0	0
㞮	chu	0	0
㞯	jie	0	0
㞰	xu	0	0
㞱	cong	0	0
㞲	yong	0	0
㞳	dou	0	0
㞴	chi	0	0
㞴	min	0	0
㞵	tao	0	0
㞶	min	0	0
㞷	huang	0	0
㞸	sui	0	0
㞹	ke	0	0
㞺	zu	0	0
㞻	hao	0	0
㞼	cheng	0	0
㞼	sheng	0	0
㞼	zhe	0	0
㞽	xue	0	0
㞾	ni	0	0
㞾	yi	0	0
㞿	chi	0	0
㞿	qi	0	0
㟀	lian	0	0
㟁	an	0	0
㟂	chi	0	0
㟂	mu	0	0
㟃	si	0	0
㟄	xiang	0	0
㟅	yang	0	0
㟆	hua	0	0
㟇	cuo	0	0
㟈	qiu	0	0
㟉	lao	0	0
㟊	fu	0	0
㟋	dui	0	0
㟌	mang	0	0
㟍	lang	0	0
㟎	tui	0	0
㟎	tuo	0	0
㟏	han	0	0
㟐	mang	0	0
㟑	bo	0	0
㟒	qun	0	0
㟓	qi	0	0
㟔	han	0	0
㟕	dou	0	0
㟖	long	0	0
㟗	bin	0	0
㟘	tiao	0	0
㟙	lao	0	0
㟙	ze	0	0
㟙	zhai	0	0
㟚	qi	0	0
㟛	zan	0	0
㟜	mi	0	0
㟝	pei	0	0
㟝	pou	0	0
㟞	zhan	0	0
㟟	xiang	0	0
㟠	gang	0	0
㟡	juan	0	0
㟡	xiang	0	0
㟢	qi	0	0
㟣	song	0	0
㟤	lu	0	0
㟥	cen	0	0
㟦	yun	0	0
㟧	e	0	0
㟧	nie	0	0
㟧	xun	0	0
㟨	duan	0	0
㟨	quan	0	0
㟩	min	0	0
㟩	wen	0	0
㟪	wei	0	0
㟫	quan	0	0
㟬	shu	0	0
㟬	sou	0	0
㟭	min	0	0
㟮	tu	0	0
㟯	e	0	0
㟰	ming	0	0
㟱	yao	0	0
㟲	jue	0	0
㟲	yuan	0	0
㟳	li	0	0
㟴	kuai	0	0
㟴	kui	0	0
㟴	wei	0	0
㟵	gang	0	0
㟶	yuan	0	0
㟷	da	0	0
㟸	gao	0	0
㟹	lao	0	0
㟺	lou	0	0
㟻	qian	0	0
㟼	ao	0	0
㟽	biao	0	0
㟾	yong	0	0
㟿	mang	0	0
㠀	dao	0	0
㠁	cen	0	0
㠂	ao	0	0
㠃	di	0	0
㠄	xi	0	0
㠅	fu	0	0
㠆	dan	0	0
㠇	jiu	0	0
㠈	run	0	0
㠉	tong	0	0
㠊	qu	0	0
㠋	e	0	0
㠌	qi	0	0
㠍	ji	0	0
㠍	jie	0	0
㠍	qi	0	0
㠎	ji	0	0
㠎	jie	0	0
㠎	qi	0	0
㠏	hua	0	0
㠐	jiao	0	0
㠑	zui	0	0
㠑	cui	0	0
㠒	biao	0	0
㠓	meng	0	0
㠔	bai	0	0
㠕	wei	0	0
㠖	ji	0	0
㠖	yi	0	0
㠗	ao	0	0
㠗	wo	0	0
㠘	yu	0	0
㠙	hao	0	0
㠙	yao	0	0
㠚	dui	0	0
㠚	zhuo	0	0
㠛	wo	0	0
㠜	ni	0	0
㠝	cuan	0	0
㠞	zheng	0	0
㠟	li	0	0
㠠	lu	0	0
㠠	lv	0	0
㠡	niao	0	0
㠢	huai	0	0
㠣	lai	0	0
㠣	li	0	0
㠤	rang	0	0
㠥	lei	0	0
㠥	lv	0	0
㠦	feng	0	0
㠧	mi	0	0
㠨	yu	0	0
㠩	huang	0	0
㠪	ju	0	0
㠫	gu	0	0
㠬	gu	0	0
㠭	zhan	0	0
㠮	gang	0	0
㠮	peng	0	0
㠯	yi	0	0
㠱	ji	0	0
㠱	qi	0	0
㠲	bi	0	0
㠳	mu	0	0
㠴	ren	0	0
㠵	huang	0	0
㠶	fan	0	0
㠷	ge	0	0
㠸	fu	0	0
㠸	ku	0	0
㠹	jie	0	0
㠺	miao	0	0
㠺	sha	0	0
㠻	xi	0	0
㠼	si	0	0
㠽	tong	0	0
㠾	yuan	0	0
㠿	ci	0	0
㠿	zi	0	0
㡀	bi	0	0
㡁	kai	0	0
㡁	kua	0	0
㡂	li	0	0
㡃	huang	0	0
㡄	sun	0	0
㡄	xun	0	0
㡅	nuo	0	0
㡆	huang	0	0
㡇	ji	0	0
㡇	jie	0	0
㡇	zhe	0	0
㡈	men	0	0
㡈	mian	0	0
㡈	wen	0	0
㡉	xian	0	0
㡉	yan	0	0
㡊	qia	0	0
㡊	qian	0	0
㡋	an	0	0
㡋	e	0	0
㡋	ye	0	0
㡌	mao	0	0
㡌	mei	0	0
㡍	ma	0	0
㡎	qiao	0	0
㡎	shan	0	0
㡎	shen	0	0
㡏	shu	0	0
㡏	tou	0	0
㡏	xu	0	0
㡐	jian	0	0
㡑	jiao	0	0
㡑	qiao	0	0
㡒	zhun	0	0
㡓	hui	0	0
㡓	kun	0	0
㡔	mu	0	0
㡔	wu	0	0
㡕	ying	0	0
㡖	chuang	0	0
㡗	ti	0	0
㡘	lian	0	0
㡘	lin	0	0
㡙	bi	0	0
㡙	pi	0	0
㡚	gou	0	0
㡛	mang	0	0
㡜	xie	0	0
㡜	xue	0	0
㡝	feng	0	0
㡝	fu	0	0
㡞	lei	0	0
㡞	lou	0	0
㡞	lv	0	0
㡟	zao	0	0
㡠	zheng	0	0
㡡	chu	0	0
㡢	man	0	0
㡣	long	0	0
㡤	fu	0	0
㡥	yin	0	0
㡦	pin	0	0
㡧	zhen	0	0
㡧	zheng	0	0
㡨	jian	0	0
㡨	qian	0	0
㡩	luan	0	0
㡪	nie	0	0
㡫	yi	0	0
㡬	ji	0	0
㡭	ji	0	0
㡮	ji	0	0
㡯	du	0	0
㡯	duo	0	0
㡯	zhai	0	0
㡰	yu	0	0
㡱	jiu	0	0
㡲	huan	0	0
㡳	di	0	0
㡳	zhe	0	0
㡳	zhi	0	0
㡴	la	0	0
㡵	ling	0	0
㡶	zhi	0	0
㡷	ben	0	0
㡸	cha	0	0
㡸	zha	0	0
㡹	ci	0	0
㡹	ju	0	0
㡺	dan	0	0
㡻	liao	0	0
㡼	yi	0	0
㡽	zhao	0	0
㡾	xian	0	0
㡿	chi	0	0
㢀	ci	0	0
㢀	zi	0	0
㢁	chi	0	0
㢁	shi	0	0
㢂	dui	0	0
㢂	tui	0	0
㢂	yan	0	0
㢃	lang	0	0
㢄	dou	0	0
㢅	long	0	0
㢆	chan	0	0
㢇	yan	0	0
㢈	dui	0	0
㢈	tui	0	0
㢉	cha	0	0
㢊	ai	0	0
㢊	yi	0	0
㢋	chi	0	0
㢌	e	0	0
㢌	ke	0	0
㢍	ying	0	0
㢎	cha	0	0
㢎	ze	0	0
㢎	zhai	0	0
㢎	zhe	0	0
㢏	tou	0	0
㢏	yu	0	0
㢐	e	0	0
㢑	tui	0	0
㢒	cha	0	0
㢓	yao	0	0
㢓	zhang	0	0
㢔	zong	0	0
㢕	yong	0	0
㢖	ban	0	0
㢖	pan	0	0
㢗	qiao	0	0
㢘	lian	0	0
㢙	qin	0	0
㢙	jin	0	0
㢚	lu	0	0
㢛	qian	0	0
㢛	yan	0	0
㢜	kang	0	0
㢝	su	0	0
㢞	yi	0	0
㢟	chan	0	0
㢠	hui	0	0
㢠	jiong	0	0
㢠	jun	0	0
㢡	jiang	0	0
㢢	bi	0	0
㢣	jing	0	0
㢣	qing	0	0
㢤	zai	0	0
㢥	dong	0	0
㢦	ge	0	0
㢧	juan	0	0
㢨	han	0	0
㢩	di	0	0
㢪	wu	0	0
㢫	shan	0	0
㢬	hong	0	0
㢭	tao	0	0
㢮	chi	0	0
㢯	diao	0	0
㢯	min	0	0
㢰	bi	0	0
㢰	huan	0	0
㢲	xun	0	0
㢳	lu	0	0
㢴	xi	0	0
㢵	she	0	0
㢵	xie	0	0
㢶	bi	0	0
㢷	sui	0	0
㢸	bi	0	0
㢹	xin	0	0
㢺	xian	0	0
㢻	rui	0	0
㢻	wei	0	0
㢼	bie	0	0
㢽	er	0	0
㢾	juan	0	0
㢿	hou	0	0
㣀	zhen	0	0
㣁	bei	0	0
㣂	e	0	0
㣂	yi	0	0
㣃	yu	0	0
㣄	qu	0	0
㣅	zan	0	0
㣆	mi	0	0
㣆	pei	0	0
㣇	ni	0	0
㣇	yi	0	0
㣈	si	0	0
㣉	gong	0	0
㣊	xiu	0	0
㣋	dan	0	0
㣌	shan	0	0
㣍	tai	0	0
㣎	mu	0	0
㣏	jing	0	0
㣐	bian	0	0
㣑	rong	0	0
㣑	yong	0	0
㣒	ceng	0	0
㣓	can	0	0
㣔	cheng	0	0
㣔	zheng	0	0
㣕	da	0	0
㣖	tai	0	0
㣗	hu	0	0
㣘	ju	0	0
㣙	di	0	0
㣙	zhou	0	0
㣚	dong	0	0
㣚	tong	0	0
㣛	hui	0	0
㣛	ta	0	0
㣜	xing	0	0
㣝	song	0	0
㣞	duo	0	0
㣟	xi	0	0
㣠	tao	0	0
㣠	tong	0	0
㣡	zhong	0	0
㣢	ti	0	0
㣣	shan	0	0
㣤	jian	0	0
㣥	zhi	0	0
㣦	wei	0	0
㣧	yin	0	0
㣧	yong	0	0
㣨	gu	0	0
㣩	lin	0	0
㣪	huan	0	0
㣪	kuo	0	0
㣫	dong	0	0
㣫	zhong	0	0
㣬	qi	0	0
㣭	zong	0	0
㣮	nan	0	0
㣯	xie	0	0
㣰	xie	0	0
㣱	ze	0	0
㣱	zuo	0	0
㣲	wei	0	0
㣳	wu	0	0
㣴	huang	0	0
㣵	ta	0	0
㣶	zhan	0	0
㣷	ning	0	0
㣸	rui	0	0
㣹	ying	0	0
㣺	xin	0	0
㣻	yi	0	0
㣼	ren	0	0
㣽	nu	0	0
㣽	shu	0	0
㣾	cha	0	0
㣿	diao	0	0
㣿	zhuo	0	0
㤀	wang	0	0
㤁	mian	0	0
㤁	tian	0	0
㤂	ji	0	0
㤃	fang	0	0
㤄	pei	0	0
㤅	ai	0	0
㤆	fan	0	0
㤇	ao	0	0
㤇	fo	0	0
㤇	wu	0	0
㤈	qin	0	0
㤉	qia	0	0
㤉	ya	0	0
㤊	xiao	0	0
㤊	yao	0	0
㤋	fen	0	0
㤌	gan	0	0
㤍	qiao	0	0
㤎	ge	0	0
㤏	tong	0	0
㤐	chan	0	0
㤑	you	0	0
㤒	gao	0	0
㤓	ben	0	0
㤔	fu	0	0
㤕	chu	0	0
㤕	po	0	0
㤖	zhu	0	0
㤗	tai	0	0
㤘	chu	0	0
㤘	cu	0	0
㤘	zhou	0	0
㤙	en	0	0
㤚	hang	0	0
㤛	nin	0	0
㤛	ren	0	0
㤜	jue	0	0
㤜	yu	0	0
㤝	chong	0	0
㤞	cha	0	0
㤞	duo	0	0
㤞	ze	0	0
㤟	kong	0	0
㤟	tou	0	0
㤠	lie	0	0
㤡	li	0	0
㤡	lie	0	0
㤢	xu	0	0
㤢	yu	0	0
㤣	peng	0	0
㤤	yu	0	0
㤥	hai	0	0
㤦	li	0	0
㤧	hou	0	0
㤨	gong	0	0
㤨	qiong	0	0
㤩	ke	0	0
㤪	yuan	0	0
㤫	de	0	0
㤬	hui	0	0
㤬	kui	0	0
㤭	jiao	0	0
㤮	guang	0	0
㤮	kuang	0	0
㤯	jiong	0	0
㤯	jun	0	0
㤰	zan	0	0
㤰	zuo	0	0
㤱	dou	0	0
㤱	fu	0	0
㤲	qie	0	0
㤲	qu	0	0
㤳	bei	0	0
㤴	che	0	0
㤴	die	0	0
㤴	she	0	0
㤴	xi	0	0
㤵	ci	0	0
㤶	mang	0	0
㤶	pang	0	0
㤷	han	0	0
㤸	xi	0	0
㤹	jiu	0	0
㤹	qiu	0	0
㤺	huang	0	0
㤻	luan	0	0
㤻	lun	0	0
㤼	jie	0	0
㤼	qie	0	0
㤼	xie	0	0
㤽	chou	0	0
㤾	san	0	0
㤿	yan	0	0
㥀	de	0	0
㥀	zhi	0	0
㥁	de	0	0
㥁	zhi	0	0
㥁	zhou	0	0
㥂	te	0	0
㥃	men	0	0
㥄	ling	0	0
㥅	shou	0	0
㥆	dian	0	0
㥆	tui	0	0
㥇	can	0	0
㥈	die	0	0
㥉	che	0	0
㥉	chi	0	0
㥊	peng	0	0
㥋	yi	0	0
㥌	ju	0	0
㥍	ji	0	0
㥍	qi	0	0
㥎	lai	0	0
㥎	li	0	0
㥏	tian	0	0
㥐	yuan	0	0
㥑	you	0	0
㥒	cai	0	0
㥓	qi	0	0
㥔	yu	0	0
㥕	lian	0	0
㥖	cong	0	0
㥗	quan	0	0
㥘	qie	0	0
㥙	zhong	0	0
㥚	yu	0	0
㥛	ji	0	0
㥛	ke	0	0
㥛	su	0	0
㥜	wei	0	0
㥝	mi	0	0
㥝	mian	0	0
㥞	cui	0	0
㥞	qian	0	0
㥞	sui	0	0
㥟	xie	0	0
㥠	xu	0	0
㥡	chi	0	0
㥡	xi	0	0
㥢	jiu	0	0
㥢	qiu	0	0
㥣	hui	0	0
㥤	jin	0	0
㥥	yu	0	0
㥦	qie	0	0
㥦	xia	0	0
㥦	xian	0	0
㥧	shun	0	0
㥨	chui	0	0
㥨	shui	0	0
㥨	wei	0	0
㥩	duo	0	0
㥪	lou	0	0
㥫	dun	0	0
㥬	pang	0	0
㥭	tai	0	0
㥮	chao	0	0
㥮	zhou	0	0
㥯	yin	0	0
㥰	sao	0	0
㥱	fei	0	0
㥲	chen	0	0
㥲	shen	0	0
㥲	yin	0	0
㥳	yuan	0	0
㥴	ti	0	0
㥴	yi	0	0
㥵	hun	0	0
㥶	qian	0	0
㥶	se	0	0
㥷	ye	0	0
㥷	yi	0	0
㥸	min	0	0
㥹	fen	0	0
㥺	he	0	0
㥻	qi	0	0
㥼	yan	0	0
㥼	yin	0	0
㥽	ce	0	0
㥽	ze	0	0
㥾	ni	0	0
㥿	ao	0	0
㦀	feng	0	0
㦀	peng	0	0
㦁	lian	0	0
㦂	chang	0	0
㦂	tang	0	0
㦃	chan	0	0
㦄	ma	0	0
㦄	mi	0	0
㦅	chai	0	0
㦅	di	0	0
㦅	die	0	0
㦆	hu	0	0
㦆	xia	0	0
㦇	lu	0	0
㦈	gai	0	0
㦉	yi	0	0
㦊	hua	0	0
㦋	zha	0	0
㦌	hu	0	0
㦌	tui	0	0
㦌	xu	0	0
㦍	e	0	0
㦎	hua	0	0
㦎	huo	0	0
㦏	sun	0	0
㦏	xuan	0	0
㦐	ni	0	0
㦑	han	0	0
㦑	lian	0	0
㦑	xian	0	0
㦒	li	0	0
㦓	ran	0	0
㦓	xian	0	0
㦔	yan	0	0
㦕	long	0	0
㦖	men	0	0
㦗	jian	0	0
㦗	jin	0	0
㦘	ji	0	0
㦚	bian	0	0
㦛	yu	0	0
㦜	huo	0	0
㦜	xue	0	0
㦝	miao	0	0
㦞	chou	0	0
㦟	hai	0	0
㦟	mai	0	0
㦠	dui	0	0
㦡	le	0	0
㦢	jie	0	0
㦢	qi	0	0
㦣	wei	0	0
㦤	yi	0	0
㦥	huan	0	0
㦥	xian	0	0
㦥	xuan	0	0
㦦	he	0	0
㦦	xi	0	0
㦧	can	0	0
㦨	lan	0	0
㦩	yin	0	0
㦪	xie	0	0
㦫	za	0	0
㦬	luo	0	0
㦭	ling	0	0
㦮	jian	0	0
㦮	qian	0	0
㦯	huo	0	0
㦰	jian	0	0
㦱	wo	0	0
㦲	zai	0	0
㦳	zai	0	0
㦴	ge	0	0
㦴	qia	0	0
㦵	zhu	0	0
㦶	die	0	0
㦶	yong	0	0
㦷	yong	0	0
㦸	ji	0	0
㦹	ang	0	0
㦹	yang	0	0
㦹	ying	0	0
㦺	ru	0	0
㦻	xi	0	0
㦻	zhe	0	0
㦼	shuang	0	0
㦽	xu	0	0
㦽	yu	0	0
㦾	yi	0	0
㦿	hu	0	0
㦿	qian	0	0
㧀	ji	0	0
㧁	he	0	0
㧁	qu	0	0
㧂	tian	0	0
㧃	jiu	0	0
㧃	shou	0	0
㧄	qian	0	0
㧄	qiu	0	0
㧅	dao	0	0
㧅	mu	0	0
㧆	jin	0	0
㧇	mao	0	0
㧈	yin	0	0
㧉	gai	0	0
㧉	hai	0	0
㧉	kui	0	0
㧉	ye	0	0
㧊	ba	0	0
㧊	po	0	0
㧋	xian	0	0
㧋	xuan	0	0
㧌	mao	0	0
㧍	bang	0	0
㧍	beng	0	0
㧍	fang	0	0
㧎	qia	0	0
㧎	ya	0	0
㧏	gang	0	0
㧐	song	0	0
㧑	hui	0	0
㧑	wei	0	0
㧒	xue	0	0
㧒	yi	0	0
㧒	yu	0	0
㧒	yue	0	0
㧓	gua	0	0
㧔	guai	0	0
㧕	jiu	0	0
㧕	liu	0	0
㧕	yu	0	0
㧖	e	0	0
㧗	ji	0	0
㧗	zhi	0	0
㧗	zi	0	0
㧘	cui	0	0
㧘	nao	0	0
㧘	zi	0	0
㧙	bi	0	0
㧙	bie	0	0
㧚	wa	0	0
㧛	lan	0	0
㧜	lie	0	0
㧝	jia	0	0
㧝	qia	0	0
㧞	ba	0	0
㧟	kuai	0	0
㧠	mi	0	0
㧡	hai	0	0
㧢	yin	0	0
㧣	zhu	0	0
㧤	chong	0	0
㧥	xian	0	0
㧦	hong	0	0
㧦	xuan	0	0
㧧	shu	0	0
㧨	qiu	0	0
㧩	pei	0	0
㧪	gui	0	0
㧪	wei	0	0
㧫	er	0	0
㧫	ruan	0	0
㧫	rui	0	0
㧬	gong	1	0
㧭	qiong	0	0
㧮	hu	0	0
㧯	lao	0	0
㧰	li	0	0
㧱	chen	0	0
㧱	na	0	0
㧱	ni	0	0
㧱	tian	0	0
㧲	san	0	0
㧳	bai	0	0
㧳	bo	0	0
㧳	pai	0	0
㧳	zhuo	0	0
㧴	e	0	0
㧴	wo	0	0
㧵	pou	0	0
㧶	keng	0	0
㧷	duo	0	0
㧷	tun	0	0
㧸	peng	0	0
㧹	te	0	0
㧺	ta	0	0
㧻	zhi	0	0
㧻	zhuo	0	0
㧻	zu	0	0
㧼	biao	0	0
㧽	gu	0	0
㧽	hu	0	0
㧾	hu	0	0
㧾	zong	1	0
㧿	chuang	0	0
㨀	bing	0	0
㨁	zhi	0	0
㨂	dong	0	0
㨃	cheng	0	0
㨃	dui	0	0
㨄	tiao	0	0
㨄	zhao	0	0
㨅	nei	0	0
㨅	rui	0	0
㨆	lin	0	0
㨇	po	0	0
㨈	ji	0	0
㨉	min	0	0
㨉	wen	0	0
㨊	duo	0	0
㨊	tuo	0	0
㨊	wei	0	0
㨋	che	0	0
㨋	le	0	0
㨋	zhen	0	0
㨌	gou	0	0
㨌	ru	0	0
㨍	bang	0	0
㨎	ru	0	0
㨎	ruan	0	0
㨎	ruo	0	0
㨏	tan	0	0
㨐	bu	0	0
㨐	pei	0	0
㨑	zong	0	0
㨒	kui	0	0
㨒	wei	0	0
㨒	xie	0	0
㨓	lao	0	0
㨓	liao	0	0
㨔	han	0	0
㨕	ying	0	0
㨖	zhi	0	0
㨗	jie	0	0
㨘	xing	1	0
㨙	xi	0	0
㨙	xie	0	0
㨚	sun	0	0
㨚	xun	0	0
㨛	shan	0	0
㨜	qian	0	0
㨝	xie	0	0
㨞	su	0	0
㨟	hai	0	0
㨠	mi	0	0
㨠	mian	0	0
㨡	hun	0	0
㨢	pi	0	0
㨣	yong	0	0
㨤	hui	0	0
㨤	kuai	0	0
㨤	wai	0	0
㨥	na	0	0
㨦	song	0	0
㨧	ben	0	0
㨨	chou	0	0
㨨	liu	0	0
㨩	jie	0	0
㨩	ting	0	0
㨪	huang	0	0
㨫	lan	0	0
㨬	yuan	0	0
㨭	hu	0	0
㨮	dou	0	0
㨯	huo	0	0
㨯	kuo	0	0
㨰	ge	0	0
㨰	gun	0	0
㨰	hun	0	0
㨰	huo	0	0
㨰	jie	0	0
㨱	yao	0	0
㨲	ce	0	0
㨳	gui	0	0
㨳	ji	0	0
㨴	jian	0	0
㨵	jian	0	0
㨶	chou	0	0
㨶	dao	0	0
㨶	zhou	0	0
㨷	jin	0	0
㨸	ma	0	0
㨹	hui	0	0
㨹	xue	0	0
㨺	men	0	0
㨺	mi	0	0
㨺	mian	0	0
㨻	can	0	0
㨻	shan	0	0
㨻	zan	0	0
㨼	lve	0	0
㨽	pi	0	0
㨽	qiao	0	0
㨾	yang	0	0
㨿	ju	0	0
㩀	ju	0	0
㩁	que	0	0
㩂	hu	0	0
㩃	qian	0	0
㩄	shai	0	0
㩅	chou	0	0
㩆	jiu	0	0
㩆	zu	0	0
㩇	hua	0	0
㩇	huo	0	0
㩇	zuo	0	0
㩈	xian	0	0
㩈	yun	0	0
㩉	da	0	0
㩉	la	0	0
㩉	xi	0	0
㩉	xie	0	0
㩊	xuan	0	0
㩋	su	0	0
㩋	xiao	0	0
㩌	fei	0	0
㩍	ce	0	0
㩎	ye	0	0
㩏	hei	0	0
㩐	den	0	0
㩑	sa	0	0
㩑	za	0	0
㩒	qin	12	0
㩓	hui	0	0
㩔	tun	0	0
㩕	ling	0	0
㩖	qiang	0	0
㩖	tiao	0	0
㩗	xi	0	0
㩗	xie	0	0
㩘	ni	0	0
㩘	yi	0	0
㩙	sai	0	0
㩚	meng	0	0
㩛	tuan	0	0
㩜	lan	0	0
㩝	hao	0	0
㩞	ce	0	0
㩞	ci	0	0
㩟	zhai	0	0
㩠	ao	0	0
㩠	piao	0	0
㩠	pou	0	0
㩡	luo	0	0
㩢	mi	0	0
㩢	mie	0	0
㩣	hui	0	0
㩤	fu	0	0
㩥	jian	0	0
㩦	xi	0	0
㩦	xie	0	0
㩧	bo	2	0
㩨	hui	0	0
㩩	qi	0	0
㩩	qing	0	0
㩪	xie	0	0
㩪	xin	0	0
㩪	ye	0	0
㩫	zhi	0	0
㩬	xi	0	0
㩭	bo	0	0
㩭	jiao	0	0
㩭	xiao	0	0
㩮	qian	0	0
㩮	xian	0	0
㩯	ban	0	0
㩯	pan	0	0
㩯	po	0	0
㩰	jiao	0	0
㩰	qiao	0	0
㩰	xiu	0	0
㩱	jue	0	0
㩲	kun	0	0
㩲	quan	0	0
㩳	song	0	0
㩴	ju	0	0
㩴	qu	0	0
㩵	e	0	0
㩶	nie	0	0
㩶	ning	0	0
㩷	qian	0	0
㩸	die	0	0
㩹	die	0	0
㩹	zha	0	0
㩺	pi	0	0
㩻	gui	0	0
㩻	qi	0	0
㩼	zhi	0	0
㩽	chi	0	0
㩽	e	0	0
㩽	qi	0	0
㩾	chui	0	0
㩾	qi	0	0
㩾	zhui	0	0
㩿	ku	0	0
㪀	yu	0	0
㪁	kan	0	0
㪁	qian	0	0
㪁	qin	0	0
㪂	ku	0	0
㪃	he	0	0
㪄	fu	0	0
㪅	geng	0	0
㪆	di	0	0
㪇	xian	0	0
㪈	gui	0	0
㪉	he	0	0
㪊	qun	0	0
㪋	han	0	0
㪋	he	0	0
㪌	tong	0	0
㪌	yu	0	0
㪍	bei	0	0
㪍	bo	0	0
㪎	na	0	0
㪎	shan	0	0
㪏	bi	0	0
㪐	lu	0	0
㪑	ye	0	0
㪒	ni	0	0
㪓	chuai	0	0
㪔	san	0	0
㪔	tan	0	0
㪕	diao	0	0
㪖	lu	0	0
㪗	tou	0	0
㪘	lian	0	0
㪙	ke	0	0
㪙	kuo	0	0
㪚	san	0	0
㪛	zhen	0	0
㪜	chuai	0	0
㪜	duo	0	0
㪝	lian	0	0
㪞	mao	0	0
㪟	dun	0	0
㪠	jian	0	0
㪠	qian	0	0
㪡	kai	0	0
㪡	ke	0	0
㪢	shao	0	0
㪣	qiao	0	0
㪣	xiao	0	0
㪤	bi	0	0
㪥	zha	0	0
㪦	yin	0	0
㪧	xi	0	0
㪨	shan	0	0
㪩	su	0	0
㪪	sa	0	0
㪪	xi	0	0
㪫	rui	0	0
㪬	chuo	0	0
㪬	zhuo	0	0
㪭	lu	0	0
㪮	ling	0	0
㪯	cha	0	0
㪯	ju	0	0
㪯	qu	0	0
㪰	zhai	0	0
㪱	huan	0	0
㪴	jia	0	0
㪵	ban	0	0
㪶	hu	0	0
㪷	dou	0	0
㪸	zhen	0	0
㪹	lou	0	0
㪺	ju	0	0
㪻	juan	0	0
㪼	ke	0	0
㪽	suo	0	0
㪾	ge	0	0
㪾	luo	0	0
㪿	she	0	0
㪿	zhe	0	0
㫀	ding	0	0
㫁	duan	0	0
㫂	zhu	0	0
㫃	yan	0	0
㫄	pang	0	0
㫅	cha	0	0
㫅	qi	0	0
㫅	shi	0	0
㫆	mi	0	0
㫉	ni	0	0
㫊	e	0	0
㫊	yi	0	0
㫋	zhan	0	0
㫌	jing	0	0
㫍	yao	0	0
㫍	you	0	0
㫎	gun	0	0
㫎	hui	0	0
㫎	kuai	0	0
㫏	yao	0	0
㫐	yao	0	0
㫑	shi	0	0
㫑	zhi	0	0
㫒	gong	0	0
㫓	qi	0	0
㫔	gen	0	0
㫕	guang	0	0
㫖	zhi	0	0
㫗	hou	0	0
㫘	mi	0	0
㫘	mian	0	0
㫙	fu	0	0
㫚	hu	0	0
㫛	guang	0	0
㫛	kuang	0	0
㫛	mu	0	0
㫜	dan	0	0
㫜	tan	0	0
㫝	di	0	0
㫞	tao	0	0
㫟	yan	0	0
㫠	ban	0	0
㫡	dong	0	0
㫢	qu	0	0
㫣	mian	0	0
㫤	chang	0	0
㫤	zhao	0	0
㫥	ming	0	0
㫦	tao	0	0
㫧	bao	0	0
㫨	an	0	0
㫩	chun	0	0
㫪	chong	0	0
㫫	xian	0	0
㫬	xu	0	0
㫭	shi	0	0
㫮	zi	0	0
㫯	mao	0	0
㫰	lang	0	0
㫱	nan	0	0
㫲	bei	0	0
㫲	bo	0	0
㫲	pei	0	0
㫳	chen	0	0
㫴	xiao	0	0
㫵	fei	0	0
㫶	cou	0	0
㫶	zhou	0	0
㫷	ji	0	0
㫸	jie	0	0
㫸	qie	0	0
㫹	dai	0	0
㫹	shu	0	0
㫹	yu	0	0
㫺	xi	0	0
㫻	kun	0	0
㫼	die	0	0
㫼	zhe	0	0
㫼	zhi	0	0
㫽	lu	0	0
㫾	shang	0	0
㫿	ju	0	0
㫿	sui	0	0
㬁	cha	0	0
㬂	yu	0	0
㬃	tai	0	0
㬄	chan	0	0
㬅	man	0	0
㬆	mian	0	0
㬆	min	0	0
㬇	huan	0	0
㬈	wen	0	0
㬉	nuan	0	0
㬉	ruo	0	0
㬊	huan	0	0
㬋	hou	0	0
㬌	jing	0	0
㬍	bo	0	0
㬎	xian	0	0
㬏	li	0	0
㬐	jin	0	0
㬐	xing	0	0
㬐	ying	0	0
㬐	zi	0	0
㬑	huo	0	0
㬒	mang	0	0
㬒	mao	0	0
㬓	piao	0	0
㬔	hao	0	0
㬕	yang	0	0
㬖	qi	0	0
㬗	xian	0	0
㬗	nian	0	0
㬘	su	0	0
㬙	wei	0	0
㬚	che	0	0
㬛	xi	0	0
㬜	jin	0	0
㬝	ceng	0	0
㬝	song	0	0
㬞	he	0	0
㬟	fen	0	0
㬠	sha	0	0
㬠	shai	0	0
㬡	ling	0	0
㬢	xi	0	0
㬣	dui	0	0
㬤	qi	0	0
㬥	bo	0	0
㬥	pu	0	0
㬦	yue	0	0
㬧	bo	0	0
㬨	he	0	0
㬩	hui	0	0
㬪	die	0	0
㬪	zhi	0	0
㬫	yan	0	0
㬬	ju	0	0
㬭	jiao	0	0
㬭	shan	0	0
㬭	yao	0	0
㬮	kuai	0	0
㬮	nan	0	0
㬯	lie	0	0
㬰	yu	0	0
㬱	ti	0	0
㬲	tian	0	0
㬳	wu	0	0
㬴	hong	0	0
㬵	jiao	0	0
㬵	xiao	0	0
㬶	hao	0	0
㬷	jun	0	0
㬸	tiao	0	0
